city,company,salary,summary,title,parsed_salary
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate...",Engineering Scientist Associate - Software Defined Radio Rec...,5950.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",Engineering Scientist - Geospatial Application Software Deve...,8541.5
Austin,University of Texas at Austin,"$3,210 a month",Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210.0
Austin,University of Texas at Austin,"$5,400 - $6,500 a month","Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis....",Engineering Scientist Associate - Software Engineering Assoc...,5950.0
Austin,Emoters Robotics,"$70,000 - $100,000 a year","At Emoters, we’re developing tiny, autonomous robots that interact with their users much like pets. These robots are being designed to be lifelike, exhibit","Robotics software engineer (involves machine learning, AI, a...",85000.0
